Iteration	Posterior	Likelihood	Prior	rate_log_sd	root_freqs[1]	root_freqs[2]	tree_length
0	-3434.069	-3603.559	169.4906	1.221062	0.517223	0.482777	2.829928
6	-3439.944	-3608.281	168.3366	1.14538	0.517004	0.482996	3.559451
12	-3432.592	-3601.601	169.0089	1.167084	0.427626	0.572374	3.15162
18	-3435.395	-3604.164	168.7691	1.199608	0.625591	0.374409	3.274369
24	-3435.312	-3604.26	168.9479	1.292003	0.500184	0.499816	3.113581
30	-3431.007	-3601.023	170.0164	1.466809	0.559049	0.440951	2.351569
36	-3431.767	-3601.861	170.0936	1.495856	0.499645	0.500355	2.283868
42	-3439.366	-3609.426	170.0598	1.529655	0.603607	0.396393	2.283868
48	-3442.751	-3612.498	169.7464	1.480232	0.496169	0.503831	2.513109
54	-3452.613	-3622.618	170.0054	1.400448	0.55861	0.44139	2.400601
60	-3432.054	-3602.361	170.3073	1.429129	0.513147	0.486853	2.189162
66	-3430.815	-3600.864	170.0495	1.322663	0.393573	0.606427	2.421837
72	-3440.714	-3610.234	169.5195	1.313948	0.454295	0.545705	2.755777
78	-3434.863	-3604.22	169.3576	1.307541	0.572053	0.427947	2.858132
84	-3433.477	-3602.682	169.2053	1.371162	0.534444	0.465556	2.911804
90	-3429.649	-3599.464	169.8154	1.371068	0.694838	0.305162	2.538114
96	-3425.251	-3594.89	169.6392	1.323745	0.636873	0.363127	2.676416
102	-3437.476	-3607.76	170.2844	1.453964	0.627642	0.372358	2.187957
108	-3440.198	-3609.24	169.0419	1.350378	0.383871	0.616129	3.022567
114	-3449.202	-3618.043	168.8405	1.2514	0.584514	0.415486	3.201491
120	-3437.879	-3606.729	168.8497	1.264261	0.636895	0.363105	3.188399
126	-3438.192	-3607.381	169.1893	1.222871	0.573709	0.426291	3.01061
132	-3443.977	-3613.457	169.4794	1.336771	0.590368	0.409632	2.766308
138	-3441.411	-3610.77	169.3591	1.457085	0.656999	0.343001	2.766308
144	-3432.551	-3602.454	169.9036	1.397101	0.567907	0.432093	2.466731
150	-3424.912	-3595.005	170.0935	1.463571	0.473021	0.526979	2.30452
156	-3431.159	-3601.151	169.9914	1.366591	0.61061	0.38939	2.43072
162	-3430.391	-3599.821	169.4296	1.38098	0.624581	0.375419	2.769752
168	-3433.245	-3603.111	169.8657	1.316536	0.586504	0.413496	2.540747
174	-3438.651	-3608.651	170.0003	1.337883	0.483604	0.516396	2.443199
180	-3439.565	-3609.292	169.7275	1.27016	0.573188	0.426812	2.655016
186	-3435.86	-3605.142	169.2828	1.297216	0.524658	0.475342	2.909631
192	-3448.744	-3617.863	169.1188	1.266908	0.521284	0.478716	3.026497
198	-3448.279	-3617.694	169.4151	1.222637	0.55297	0.44703	2.874738
204	-3452.07	-3620.604	168.5334	1.204142	0.580546	0.419454	3.410258
210	-3452.482	-3623.977	171.4947	1.954376	0.620289	0.379711	0.873397
216	-3455.69	-3627.098	171.4075	2.022819	0.581352	0.418648	0.8950109
222	-3453.076	-3621.72	168.644	1.102759	0.601837	0.398163	3.404854
228	-3446.16	-3615.608	169.4476	1.316592	0.510412	0.489588	2.797974
234	-3445.838	-3615.459	169.6216	1.316592	0.553998	0.446002	2.691628
240	-3449.569	-3618.829	169.2603	1.298237	0.587875	0.412125	2.922611
246	-3446.813	-3616.402	169.5885	1.368195	0.560597	0.439403	2.680268
252	-3451.603	-3621.104	169.5016	1.385286	0.522859	0.477141	2.723067
258	-3437.285	-3606.913	169.6276	1.185834	0.54041	0.45959	2.767955
264	-3451.075	-3620.56	169.4854	1.328096	0.59196	0.40804	2.767955
270	-3443.57	-3612.619	169.0499	1.226729	0.558717	0.441283	3.091688
276	-3438.341	-3607.94	169.5989	1.338655	0.482962	0.517038	2.692012
282	-3435.487	-3604.872	169.3851	1.360267	0.703264	0.296736	2.809477
288	-3433.86	-3603.492	169.6321	1.368188	0.608386	0.391614	2.653451
294	-3436.683	-3606.097	169.4138	1.357068	0.57477	0.42523	2.79393
300	-3432.393	-3600.688	168.2958	1.180591	0.599001	0.400999	3.562709
306	-3437.44	-3605.447	168.0069	1.166745	0.566897	0.433103	3.738093
312	-3440.655	-3608.921	168.2653	1.204937	0.587441	0.412559	3.566313
318	-3444.419	-3612.469	168.0497	1.226349	0.535495	0.464505	3.678947
324	-3443.568	-3611.969	168.4008	1.182119	0.636923	0.363077	3.500674
330	-3440.02	-3608.502	168.4828	1.126718	0.636923	0.363077	3.485148
336	-3444.255	-3612.08	167.8248	1.005792	0.636923	0.363077	3.935319
342	-3450.52	-3617.575	167.0546	1.107521	0.571762	0.428238	4.315725
348	-3444.078	-3611.332	167.2532	0.9960062	0.556412	0.443588	4.266416
354	-3452.777	-3620.67	167.8931	1.110436	0.64364	0.35636	3.836114
360	-3445.896	-3613.664	167.7682	1.23535	0.627223	0.372777	3.836114
366	-3447.406	-3615.829	168.4234	1.263839	0.520337	0.479663	3.439695
372	-3453.062	-3621.225	168.1626	1.32367	0.520337	0.479663	3.55694
378	-3449.597	-3617.68	168.0825	1.24509	0.461902	0.538098	3.649107
384	-3447.295	-3615.148	167.8538	1.134892	0.639658	0.360342	3.844632
390	-3435.675	-3603.585	167.9101	1.103773	0.577305	0.422695	3.83016
396	-3444.234	-3613.745	169.5117	1.366235	0.536377	0.463623	2.728577
