Iteration	Posterior	Likelihood	Prior	rate_log_sd	root_freqs[1]	root_freqs[2]	tree_length
0	-3430.436	-3600.905	170.4688	1.54958	0.621607	0.378393	2.004027
6	-3421.745	-3592.521	170.7759	1.606827	0.613189	0.386811	1.755706
12	-3426.904	-3597.1	170.1966	1.488091	0.678844	0.321156	2.222619
18	-3425.832	-3595.475	169.6432	1.348898	0.651631	0.348369	2.658442
24	-3424.995	-3594.728	169.7333	1.46231	0.58639	0.41361	2.532425
30	-3426.987	-3596.215	169.228	1.27233	0.598442	0.401558	2.957705
36	-3426.464	-3595.512	169.0477	1.23484	0.711012	0.288988	3.08813
42	-3438.315	-3607.935	169.6198	1.441685	0.695576	0.304424	2.615639
48	-3440.775	-3610.461	169.6863	1.375264	0.584015	0.415985	2.615639
54	-3443.687	-3612.455	168.7682	1.212114	0.625067	0.374933	3.26751
60	-3436.452	-3605.195	168.7435	1.205942	0.528806	0.471194	3.285689
66	-3432.536	-3601.988	169.4519	1.199764	0.57229	0.42771	2.866309
72	-3433.339	-3601.823	168.4841	1.199764	0.500386	0.499614	3.441668
78	-3439.709	-3608.773	169.0639	1.308319	0.570105	0.429895	3.034568
84	-3433.79	-3603.091	169.3008	1.266226	0.603084	0.396916	2.917505
90	-3444.915	-3614.343	169.4279	1.376882	0.64998	0.35002	2.773252
96	-3447.267	-3617.737	170.4703	1.492426	0.489236	0.510764	2.040995
102	-3439.42	-3610.392	170.9718	1.605739	0.599126	0.400874	1.617257
108	-3434.732	-3605.616	170.8838	1.575088	0.677726	0.322274	1.702113
114	-3428.397	-3599.059	170.6619	1.687764	0.573734	0.426266	1.778777
120	-3425.227	-3595.975	170.7483	1.6278	0.485245	0.514755	1.760372
126	-3433.21	-3603.559	170.3485	1.460019	0.620503	0.379497	2.142307
132	-3428.87	-3599.436	170.566	1.517373	0.620503	0.379497	1.960565
138	-3439.107	-3609.595	170.4884	1.594958	0.492647	0.507353	1.960565
144	-3440.475	-3609.061	168.5861	1.077653	0.729442	0.270558	3.453454
150	-3435.436	-3605.889	170.453	1.539665	0.50335	0.49665	2.021141
156	-3436.846	-3607.423	170.5774	1.558372	0.479083	0.520917	1.925311
162	-3433.188	-3603.524	170.3356	1.44597	0.522762	0.477238	2.159865
168	-3431.661	-3602.306	170.6442	1.498336	0.536875	0.463125	1.920695
174	-3440.982	-3611.282	170.2998	1.448346	0.660366	0.339634	2.181589
